0.00000000000000000E0	0.00000000000000000E0
1.00000000000000000E-10	0.00000000000000000E0
2.00000000000000000E-10	0.00000000000000000E0
3.00000000000000000E-10	0.00000000000000000E0
4.00000000000000000E-10	0.00000000000000000E0
5.00000000000000000E-10	0.00000000000000000E0
6.00000000000000000E-10	0.00000000000000000E0
7.00000000000000090E-10	0.00000000000000000E0
8.00000000000000000E-10	0.00000000000000000E0
9.00000000000000180E-10	0.00000000000000000E0
1.00000000000000000E-9	0.00000000000000000E0
1.09999999999999990E-9	0.00000000000000000E0
1.20000000000000000E-9	0.00000000000000000E0
1.30000000000000000E-9	0.00000000000000000E0
1.40000000000000010E-9	0.00000000000000000E0
1.50000000000000000E-9	0.00000000000000000E0
1.60000000000000010E-9	0.00000000000000000E0
1.70000000000000040E-9	0.00000000000000000E0
1.80000000000000030E-9	0.00000000000000000E0
1.90000000000000040E-9	0.00000000000000000E0
2.00000000000000000E-9	0.00000000000000000E0
2.10000000000000050E-9	0.00000000000000000E0
2.19999999999999970E-9	0.00000000000000000E0
2.29999999999999980E-9	0.00000000000000000E0
2.39999999999999990E-9	0.00000000000000000E0
2.50000000000000000E-9	0.00000000000000000E0
2.60000000000000010E-9	0.00000000000000000E0
2.70000000000000060E-9	0.00000000000000000E0
2.80000000000000030E-9	0.00000000000000000E0
2.89999999999999950E-9	0.00000000000000000E0
3.00000000000000000E-9	0.00000000000000000E0
3.10000000000000010E-9	0.00000000000000000E0
3.20000000000000020E-9	0.00000000000000000E0
3.30000000000000030E-9	0.00000000000000000E0
3.40000000000000080E-9	0.00000000000000000E0
3.50000000000000040E-9	0.00000000000000000E0
3.60000000000000050E-9	0.00000000000000000E0
3.70000000000000060E-9	0.00000000000000000E0
3.80000000000000070E-9	0.00000000000000000E0
3.90000000000000080E-9	0.00000000000000000E0
4.00000000000000000E-9	0.00000000000000000E0
4.10000000000000050E-9	0.00000000000000000E0
4.20000000000000110E-9	0.00000000000000000E0
4.29999999999999890E-9	0.00000000000000000E0
4.39999999999999950E-9	0.00000000000000000E0
4.50000000000000090E-9	0.00000000000000000E0
4.59999999999999960E-9	0.00000000000000000E0
4.69999999999999930E-9	0.00000000000000000E0
